"","table_name_filled","column","ref_table","ref_column"
"1458","employment_history","group_profile_id","group_profile","group_profile_id"
"1459","employment_history","employer_state_id","state","State_id"
"1460","employment_history","event_log_id","event_log","event_log_id"
"1461","employment_history","employment_status","employment_status","employment_status_id"
"1462","employment_history","reason_employment_termination_id","reason_employment_termination","reason_employment_termination_id"
"1463","employment_history","occupation_code_id","occupation_code","occupation_code_id"
"1464","employment_history","time_periods","time_periods","time_periods_id"
"1465","employment_history","ag_worker_type_id","ag_worker_type","ag_worker_type_id"
"1466","enrollment","beds_id","beds","beds_id"
"1467","enrollment","enrollment_type_id","enrollment_type","enrollment_type_id"
"1468","enrollment","event_log_id","event_log","event_log_id"
"1469","enrollment","organization_id","organization","organization_id"
"1470","enrollment","group_profile_id","group_profile","group_profile_id"
"1471","enrollment","relation_to_head","relationship","relationship_id"
"1472","enrollment","units_id","units","units_id"
"1473","enrollment","grade","school_grade","school_grade_id"
"1474","enrollment","schedules_id","schedules","schedules_id"
"1475","enrollment","intake_program","program_info","program_info_id"
"1476","enrollment","living_arrangement_type_id","living_arrangement_type","living_arrangement_type_id"
"1477","enrollment","type_of_discharge_id","type_of_discharge","type_of_discharge_id"
"1478","enrollment","facility_override_group_profile_id","group_profile","group_profile_id"
"1479","entry_attempts","client_id","people","people_id"
"1480","entry_attempts","facility_id","group_profile","group_profile_id"
"1481","entry_attempts","turnstiles_id","turnstiles","turnstiles_id"
"1482","entry_attempts","event_log_id","event_log","event_log_id"
"1483","esig_request","event_log_id","event_log","event_log_id"
"1484","esig_request","esig_status_id","esig_status","esig_status_id"
"1485","esig_request","staff_id","staff","staff_id"
"1486","esig_request","pictures_id","pictures","pictures_id"
"1487","esig_request","people_id","people","people_id"
"1488","esig_request","request_event_log_id","event_log","event_log_id"
"1489","follow_up_activities","school_out_of_suspension","follow_up_activities_response","follow_up_activities_response_id"
"1490","follow_up_activities","guardian_type_id","guardian_type","guardian_type_id"
"1491","follow_up_activities","risky_child_in_youth_care","YNNA","YNNA_id"
"1492","follow_up_activities","mental_health_services_received","follow_up_activities_response","follow_up_activities_response_id"
"1493","follow_up_activities","follow_up_rsn_no_mhservices_id","follow_up_rsn_no_mhservices","follow_up_rsn_no_mhservices_id"
"1494","follow_up_activities","residence_type_id","residence_type","residence_type_id"
"1495","follow_up_activities","non_legal_guardian_relation","relationship","relationship_id"
"1496","follow_up_activities","is_legal_guardian","follow_up_activities_response","follow_up_activities_response_id"
"1497","follow_up_activities","school_suspension","follow_up_activities_response","follow_up_activities_response_id"
"1498","follow_up_activities","had_child","follow_up_activities_response","follow_up_activities_response_id"
"1499","follow_up_activities","school_expelled","follow_up_activities_response","follow_up_activities_response_id"
"1500","follow_up_activities","mental_health_services_received_reg","follow_up_activities_response","follow_up_activities_response_id"
"1501","follow_up_activities","event_log_id","event_log","event_log_id"
"1502","follow_up_activities","relationship_with_other_adults_rating","scoring_evggfp","scoring_evggfp_id"
"1503","follow_up_activities","school_passing_grades","follow_up_activities_response","follow_up_activities_response_id"
"1504","follow_up_activities","relationship_with_teachers_rating","scoring_evggfp","scoring_evggfp_id"
"1505","follow_up_activities","school_no_suspension_expell","follow_up_activities_response","follow_up_activities_response_id"
"1506","follow_up_activities","school_reg_attend","follow_up_activities_response","follow_up_activities_response_id"
"1507","follow_up_activities","risky_behavior_illegal_substances","follow_up_activities_response","follow_up_activities_response_id"
"1508","follow_up_activities","relationship_with_family_rating","scoring_evggfp","scoring_evggfp_id"
"1509","follow_up_activities","risky_behavior_legal","follow_up_activities_response","follow_up_activities_response_id"
"1510","follow_up_activities","school_status_id","school_status","school_status_id"
"1511","follow_up_activities","school_not_truant","follow_up_activities_response","follow_up_activities_response_id"
"1512","follow_up_activities","risky_behavior_alcohol","follow_up_activities_response","follow_up_activities_response_id"
"1513","follow_up_activities","school_getting_homework_done","follow_up_activities_response","follow_up_activities_response_id"
"1514","follow_up_activities","risky_behavior_pregnant","YNNA","YNNA_id"
"1515","follow_up_activities","relationship_with_peers_rating","scoring_evggfp","scoring_evggfp_id"
"1516","follow_up_activities","risky_behavior_fathered_out_wedlock","YNNA","YNNA_id"
"1517","follow_up_activities","employment_status_id","employment_status","employment_status_id"
"1518","follow_up_activities","crime_recvd_probation_parole","follow_up_activities_response","follow_up_activities_response_id"
"1519","follow_up_activities","today_someone_crisis_need","follow_up_activities_response","follow_up_activities_response_id"
"1520","follow_up_activities","today_trusted_adult","follow_up_activities_response","follow_up_activities_response_id"
"1521","follow_up_activities","today_family_member","follow_up_activities_response","follow_up_activities_response_id"
"1522","follow_up_activities","today_peer_relationship","follow_up_activities_response","follow_up_activities_response_id"
"1523","follow_up_activities","convicted_of_crime","follow_up_activities_response","follow_up_activities_response_id"
"1524","follow_up_activities","truancy_charges","follow_up_activities_response","follow_up_activities_response_id"
"1525","follow_up_activities","school_anticipate_next_grade","follow_up_activities_response","follow_up_activities_response_id"
"1526","follow_up_activities","school_f_for_grades","follow_up_activities_response","follow_up_activities_response_id"
"1527","follow_up_activities","in_school","follow_up_activities_response","follow_up_activities_response_id"
"1528","follow_up_activities","anticipated_home_next_30days","follow_up_activities_response","follow_up_activities_response_id"
"1529","follow_up_activities","relationship_id","relationship","relationship_id"
"1530","follow_ups","event_log_id","event_log","event_log_id"
"1531","gp_certification","event_log_id","event_log","event_log_id"
"1532","gp_requirements","udf_cc_therapistvp","staff","staff_id"
"1533","gp_requirements","udf_cc_str_referralfor","user_defined_lut","user_defined_lut_id"
"1534","gp_requirements","event_log_id","event_log","event_log_id"
"1535","gp_requirements","udf_cc_udf_releasemethod","user_defined_lut","user_defined_lut_id"
"1536","gp_requirements","udf_ccs_str_screeningmethod","user_defined_lut","user_defined_lut_id"
"1537","gp_requirements","udf_cc_grade","school_grade","school_grade_id"
"1538","gp_requirements","udf_cc_rr_delivery","user_defined_lut","user_defined_lut_id"
"1539","gp_requirements","udf_cc_str_refsource","user_defined_lut","user_defined_lut_id"
"1540","gp_requirements","udf_cc_cmvp","staff","staff_id"
"1541","gp_requirements","udf_cc_allergies","allergies","allergies_id"
"1542","gp_requirements","udf_cc_gender","gender","gender_id"
"1543","gp_requirements","ssi_eligibility_id","ssi_eligibility","ssi_eligibility_id"
"1544","group_oc_status","event_log_id","event_log","event_log_id"
"1545","group_oc_status","oc_status_id","oc_status","oc_status_id"
"1546","group_oc_status","group_profile_id","group_profile","group_profile_id"
"1547","health","rn_notified","staff","staff_id"
"1548","health","rn_notice_submit_to","staff","staff_id"
"1549","health","event_log_id","event_log","event_log_id"
"1550","health","ph_dental_surface1_id","ph_dntl_surface","ph_dntl_surface_id"
"1551","health","ph_dental_surface2_id","ph_dntl_surface","ph_dntl_surface_id"
"1552","health","ph_dental_surface3_id","ph_dntl_surface","ph_dntl_surface_id"
"1553","health","ph_dental_surface4_id","ph_dntl_surface","ph_dntl_surface_id"
"1554","health","ph_dental_surface5_id","ph_dntl_surface","ph_dntl_surface_id"
"1555","health","ph_dental_appliance_status_id","ph_dntl_appliance_status","ph_dntl_appliance_status_id"
"1556","health","ph_dental_oral_cavity_id","ph_dntl_oral_cavity","ph_dntl_oral_cavity_id"
"1557","hiv_status_his","event_log_id","event_log","event_log_id"
"1558","hiv_status_his","hiv_status_values_id","hiv_status_values","hiv_status_values_id"
"1559","hiv_status_his","hiv_symptoms_id","hiv_symptoms","hiv_symptoms_id"
"1560","hl7_imports","event_log_id","event_log","event_log_id"
"1561","hl7_imports","hl7_log_id","hl7_log","hl7_log_id"
"1562","immunization_history","event_log_id","event_log","event_log_id"
"1563","immunization_history","vaccine_manufacturer_id","vaccine_manufacturer","vaccine_manufacturer_id"
"1564","immunization_history","form_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1565","immunization_history","route_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1566","immunization_history","entry_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1567","immunization_history","vaccine_id","vaccine","vaccine_id"
"1568","immunization_history","vaccine_lot_number","inventory_lot","inventory_lot_id"
"1569","immunization_history","administration_route","how_administered","how_administered_id"
"1570","immunization_history","administration_site","vaccine_administrative_site","vaccine_administrative_site_id"
"1571","immunization_history","disease_pres_immunity_scodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1572","immunization_history","ordered_by_staff","staff","staff_id"
"1573","immunization_history","administered_units","stcodes_all_codes","stcodes_all_codes_id"
"1574","immunization_history","vaccine_funding_program_eligibility_category","cdc_defined_NIP003_observation_identifiers","cdc_defined_NIP003_observation_identifiers_id"
"1575","immunization_history","vaccine_funding_program_eligibility_category_value","hl7_financial_class","hl7_financial_class_id"
"1576","immunization_history","vaccine_funding_program_eligibility_category_mthd","stcodes_all_codes","stcodes_all_codes_id"
"1577","immunization_history","ir_protection_indicator","protection_indicator_hl7","protection_indicator_hl7_id"
"1578","immunization_history","refusal_reason","cdc_defined_NIP002_substance_refusal_reason","cdc_defined_NIP002_substance_refusal_reason_id"
"1579","immunization_history","immunization_registry_status","hl7_immunization_registry_status","hl7_immunization_registry_status_id"
"1580","immunization_history","publicity_code","hl7_publicity_code","hl7_publicity_code_id"
"1581","immunization_history","vaccine_funding_source","vaccine_funding_source","vaccine_funding_source_id"
"1582","immunization_history","vaccine_funding_program_eligibility_source","vaccine_funding_source","vaccine_funding_source_id"
"1583","immunization_history","imm_reg_status_id","imm_reg_status","imm_reg_status_id"
"1584","immunization_history","ndc_lookup_id","stcodes_all_codes","stcodes_all_codes_id"
"1585","immunization_history","serological_immunity_stcodes_id","stcodes_all_codes","stcodes_all_codes_id"
"1586","immunization_history","contraindication_stcodes_id","stcodes_all_codes","stcodes_all_codes_id"
"1587","immunization_history","inventory_borrow_reason_id","inventory_borrow_reason","inventory_borrow_reason_id"
"1588","immunization_history","population_group_stcodes_id","stcodes_all_codes","stcodes_all_codes_id"
"1589","immunization_history","diluent_id","diluent","diluent_id"
"1590","immunization_history","vaccine_container_id","inventory_container","inventory_container_id"
"1591","incident_header","treating_hospital","group_profile","group_profile_id"
"1592","incident_header","udf_support","user_defined_lut","user_defined_lut_id"
"1593","incident_header","udf_injury","user_defined_lut","user_defined_lut_id"
"1594","incident_header","udf_medical","user_defined_lut","user_defined_lut_id"
"1595","incident_header","treating_physician","people","people_id"
"1596","incident_header","udf_staffdoctor","user_defined_lut","user_defined_lut_id"
"1597","incident_header","udf_staff","user_defined_lut","user_defined_lut_id"
"1598","incident_header","service_authorization_header_id","service_authorization_header","service_authorization_header_id"
"1599","incident_header","udf_yn","user_defined_lut","user_defined_lut_id"
"1600","incident_header","udf_hugs","user_defined_lut","user_defined_lut_id"
"1601","incident_header","event_log_id","event_log","event_log_id"
"1602","incident_header","agency_id","agency","agency_id"
"1603","incident_header","udf_Injury_Type2","incident_injury_type","incident_injury_type_id"
"1604","incident_header","udf_Injury_Type3","incident_injury_type","incident_injury_type_id"
"1605","incident_header","udf_Injury_Type","incident_injury_type","incident_injury_type_id"
"1606","incident_header","incident_level_info_id","incident_level_info","incident_level_info_id"
"1607","incident_header","client_participant_role_id","participant_role","participant_role_id"
"1608","incident_header","client_receives_medication","YNU","YNU_id"
"1609","incident_header","client_accepted_adult_ps","YNU","YNU_id"
"1610","incident_header","client_accepted_child_registry","YNU","YNU_id"
"1611","incident_header","incident_category_id","incident_category","incident_category_id"
"1612","incident_header","incident_classification_id","incident_classification","incident_classification_id"
"1613","incident_header","incident_disposition_status_id","incident_disposition_status","incident_disposition_status_id"
"1614","incident_header","Status","incident_status","incident_status_id"
"1615","incident_header","removed_reason_id","incident_removed_reason","incident_removed_reason_id"
"1616","incident_header","reporting_office","group_profile","group_profile_id"
"1617","incident_header","B2H_call_made_to_SCR","YNU","YNU_id"
"1618","incident_header","Specific_Location","user_defined_lut","user_defined_lut_id"
"1619","incident_medical_exam","event_log_id","event_log","event_log_id"
"1620","incident_medical_exam","incident_header_id","incident_header","incident_header_id"
"1621","incident_medical_exam","incident_examiner_title_id","incident_examiner_title","incident_examiner_title_id"
"1622","incident_medical_exam","incident_medical_exam_location_id","incident_medical_exam_location","incident_medical_exam_location_id"
"1623","incident_medication","event_log_id","event_log","event_log_id"
"1624","incident_medication","incident_header_id","incident_header","incident_header_id"
"1625","incident_medication","medication_history_id","medication_history","medication_history_id"
"1626","incident_physical_findings","event_log_id","event_log","event_log_id"
"1627","incident_physical_findings","incident_header_id","incident_header","incident_header_id"
"1628","incident_restraint","event_log_id","event_log","event_log_id"
"1629","incident_restraint","incident_header_id","incident_header","incident_header_id"
"1630","incident_restraint","witness_people_id","people","people_id"
"1631","income_history","event_log_id","event_log","event_log_id"
"1632","income_history","income_source","income_sources","income_sources_id"
"1633","income_history","time_periods","time_periods","time_periods_id"
"1634","income_history","responsible_legal_entity","responsible_legal_entity","responsible_legal_entity_id"
"1635","income_history","employment_history_id","employment_history","employment_history_id"
"1636","income_history","reason_for_not_income_id","reason_for_not_income","reason_for_not_income_id"
"1637","lab_tests","lab_test_type_id","lab_test_type","lab_test_type_id"
"1638","lab_tests","lab_tests_order_id","lab_tests","lab_tests_id"
"1639","lab_tests","event_log_id","event_log","event_log_id"
"1640","lab_tests","facility_id","group_profile","group_profile_id"
"1641","lab_tests","loinc_id","loinc","loinc_id"
"1642","lab_tests","clinical_review_provider_staff_id","staff","staff_id"
"1643","lab_tests","patient_review_provider_staff_id","staff","staff_id"
"1644","lab_tests","lab_specimen_site_id","lab_specimen_site","lab_specimen_site_id"
"1645","lab_tests","lab_specimen_source_id","lab_specimen_source","lab_specimen_source_id"
"1646","lab_tests","lab_test_results_id","lab_tests","lab_tests_id"
"1647","lab_tests","category_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1648","lab_tests","lab_result_information_id","lab_results_information","lab_results_information_id"
"1649","lab_tests","order_type_id","order_type","order_type_id"
"1650","legal_history","legal_agency_id","group_profile","group_profile_id"
"1651","legal_history","relationship_id","relationship","relationship_id"
"1652","legal_history","county_id","county","county_id"
"1653","legal_history","udf_cc_STR_LGrelationship","relationship","relationship_id"
"1654","legal_history","event_log_id","event_log","event_log_id"
"1655","legal_history","legal_petition","legal_petitions","legal_petitions_id"
"1656","legal_history","petition_category","petition_category","petition_category_id"
"1657","legal_history","court_order_type_id","court_order_type","court_order_type_id"
"1658","legal_history","guardian_type_id","guardian_type","guardian_type_id"
"1659","legal_history","placed_by_id","placed_by","placed_by_id"
"1660","legal_history","legal_guardian","people","people_id"
"1661","legal_history","legal_guardian2","people","people_id"
"1662","legal_history","event_log_id","event_log","event_log_id"
"1663","legal_history","people_id","people","people_id"
"1664","living_arrangement","event_log_id","event_log","event_log_id"
"1665","living_arrangement","living_arrangement_definition_id","living_arrangement_definition","living_arrangement_definition_id"
"1666","living_arrangement","program_modifier_id","program_modifier","program_modifier_id"
"1667","living_arrangement","placement_event","event_definition","event_definition_id"
"1668","living_arrangement","program_info_id","program_info","program_info_id"
"1669","living_arrangement","placement_facility","group_profile","group_profile_id"
"1670","living_arrangement","units_id","units","units_id"
"1671","living_arrangement","beds_id","beds","beds_id"
"1672","living_arrangement","incident_header_id","incident_header","incident_header_id"
"1673","living_arrangement","relative_id","people","people_id"
"1674","living_arrangement","living_arrangement_type_id","living_arrangement_type","living_arrangement_type_id"
"1675","marital_history","event_log_id","event_log","event_log_id"
"1676","marital_history","marital_status_id","marital_status","marital_status_id"
"1677","marital_history","rsn_marital_status_id","rsn_marital_status","rsn_marital_status_id"
"1678","medication_administered_history","emar_outcome_id","emar_outcome","emar_outcome_id"
"1679","medication_administered_history","drug_dose_irregularities_id","drug_dose_irregularities","drug_dose_irregularities_id"
"1680","medication_administered_history","event_log_id","event_log","event_log_id"
"1681","medication_administered_history","medication_history_id","medication_history","medication_history_id"
"1682","medication_administered_history","medication_time_of_day_band_range_link_id","medication_time_of_day_band_range_link","medication_time_of_day_band_range_link_id"
"1683","medication_administered_history","medication_daily_dose_id","medication_daily_dose","medication_daily_dose_id"
"1684","medication_administered_history","inventory_container_id","inventory_container","inventory_container_id"
"1685","medication_administered_history","prepour_handout_staff_id","staff","staff_id"
"1686","medication_administered_history","drug_library_id","drug_library","drug_library_id"
"1687","medication_administered_history","drug_dispense_units_id","drug_dispense_units","drug_dispense_units_id"
"1688","medication_administered_history","drug_frequency_id","drug_frequency","drug_frequency_id"
"1689","medication_administered_history","inventory_lot_id","inventory_lot","inventory_lot_id"
"1690","medication_administered_history","procedure_code_id","procedure_code","procedure_code_id"
"1691","medication_administered_history","route_of_administration","how_administered","how_administered_id"
"1692","medication_administered_history","administrative_site","vaccine_administrative_site","vaccine_administrative_site_id"
"1693","medication_administered_history","diluent_id","diluent","diluent_id"
"1694","medication_administered_history","take_home_limit_override_reason","max_take_home_override_dispense_reason","max_take_home_override_dispense_reason_id"
"1695","medication_administered_history","take_home_limit_override_entered_by","staff","staff_id"
"1696","medication_history","medication_dispensing_schedule_type_id","medication_dispensing_schedule_type","medication_dispensing_schedule_type_id"
"1697","medication_history","udf_cc_udf_mederrortype","user_defined_lut","user_defined_lut_id"
"1698","medication_history","udf_cc_udf_mederror","medication_history","medication_history_id"
"1699","medication_history","event_log_id","event_log","event_log_id"
"1700","medication_history","drug_frequency_id","drug_frequency","drug_frequency_id"
"1701","medication_history","drug_library_id","drug_library","drug_library_id"
"1702","medication_history","how_administered_id","how_administered","how_administered_id"
"1703","medication_history","drug_dose_form_id","drug_dose_form","drug_dose_form_id"
"1704","medication_history","drug_product_strength_id","drug_product_strength","drug_product_strength_id"
"1705","medication_history","prescribed_by_staff_id","staff","staff_id"
"1706","medication_history","drug_dose_id","drug_dose","drug_dose_id"
"1707","medication_history","reason_medication_discontinued_id","reason_medication_discontinued","reason_medication_discontinued_id"
"1708","medication_history","adherence_id","rpt_parameters_value","rpt_parameters_value_id"
"1709","medication_history","medication_change_reject_reason_id","medication_change_reject_reasons","medication_change_reject_reasons_id"
"1710","medication_history","facility","group_profile","group_profile_id"
"1711","medication_history","drug_dispense_units_id","drug_dispense_units","drug_dispense_units_id"
"1712","medication_history","medication_time_of_day_band_set_id","medication_time_of_day_band_set","medication_time_of_day_band_set_id"
"1713","medication_history","order_status_id","order_status","order_status_id"
"1714","medication_history","type_of_medication","type_of_medication","type_of_medication_id"
"1715","medication_history","acknowledged_by","staff","staff_id"
"1716","medication_history","split_dose_2_type","dose_type","dose_type_id"
"1717","medication_history","split_dose_3_type","dose_type","dose_type_id"
"1718","medication_history","exception_dose_type_id","dose_type","dose_type_id"
"1719","medication_history","inventory_item_id","inventory_item","inventory_item_id"
"1720","medication_history","rx_titration_id","rx_titration","rx_titration_id"
"1721","medication_history","medication_history_template_id","medication_history_template","medication_history_template_id"
"1722","medication_history","original_medication_order","medication_history","medication_history_id"
"1723","medication_history","daily_dose_type_sunday","daily_dose_type","daily_dose_type_id"
"1724","medication_history","daily_dose_type_monday","daily_dose_type","daily_dose_type_id"
"1725","medication_history","daily_dose_type_tuesday","daily_dose_type","daily_dose_type_id"
"1726","medication_history","daily_dose_type_wednesday","daily_dose_type","daily_dose_type_id"
"1727","medication_history","daily_dose_type_thursday","daily_dose_type","daily_dose_type_id"
"1728","medication_history","daily_dose_type_friday","daily_dose_type","daily_dose_type_id"
"1729","medication_history","daily_dose_type_saturday","daily_dose_type","daily_dose_type_id"
"1730","monthly_income","event_log_id","event_log","event_log_id"
"1731","nod","event_log_id","event_log","event_log_id"
"1732","other_activities","event_log_id","event_log","event_log_id"
"1733","other_activities","udf_outcome","user_defined_lut","user_defined_lut_id"
"1734","other_activities","udf_goal","service_plan_library","service_plan_library_id"
"1735","other_activities","udf_cc_IIH_TF","user_defined_lut","user_defined_lut_id"
"1736","outreach_header","outreach_funding","other_insurance_type","other_insurance_type_id"
"1737","outreach_header","target_age","outreach_age_range_lut","outreach_age_range_lut_id"
"1738","outreach_header","event_log_id","event_log","event_log_id"
"1739","outreach_header","outreach_location_type_id","outreach_location_type","outreach_location_type_id"
"1740","outreach_header","outreach_class_id","outreach_class","outreach_class_id"
"1741","outreach_header","outreach_target_group_id","outreach_target_group","outreach_target_group_id"
"1742","outreach_header","regions_id","regions","regions_id"
"1743","outreach_header","agency_id","agency","agency_id"
"1744","outreach_header","outreach_category_id","outreach_category","outreach_category_id"
"1745","outreach_header","language_id","language","language_id"
"1746","outreach_header","contact","people","people_id"
"1747","outreach_header","wraparound_people_id","people","people_id"
"1748","outreach_header","county_of_service","county","county_id"
"1749","patient_reminder","event_log_id","event_log","event_log_id"
"1750","people_allergies","status_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1751","people_allergies","Observ_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1752","people_allergies","Onset_ID","Onset_Code","Onset_Code_id"
"1753","people_allergies","severity_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1754","people_allergies","allergies_id","allergies","allergies_id"
"1755","people_allergies","event_log_id","event_log","event_log_id"
"1756","people_allergies","drug_library_id","drug_library","drug_library_id"
"1757","people_allergies","snomed_id","snomed","snomed_id"
"1758","people_allergies","reaction_snomed_id","snomed","snomed_id"
"1759","people_allergies","allergy_symptoms_reactions_id","allergy_symptoms_reactions","allergy_symptoms_reactions_id"
"1760","people_allergies","verification_status_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1761","people_allergies","clinical_status_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1762","people_case_elgibility","event_log_id","event_log","event_log_id"
"1763","people_case_elgibility","program_elgibility_info_id","program_elgibility_info","program_elgibility_info_id"
"1764","people_case_elgibility","impairment_level_id","impairment_level","impairment_level_id"
"1765","people_degree","event_log_id","event_log","event_log_id"
"1766","people_degree","highest_grade_completed","school_grade","school_grade_id"
"1767","people_degree","school_degree_id","school_degree","school_degree_id"
"1768","people_history","event_log_id","event_log","event_log_id"
"1769","people_history","udf_Types_of_Placement","user_defined_lut","user_defined_lut_id"
"1770","people_history","outcome_id","outcome","outcome_id"
"1771","people_history","other_provider_appicant_type_id","applicant_type","applicant_type_id"
"1772","people_history","group_profile_id","group_profile","group_profile_id"
"1773","people_history","contact_id","people","people_id"
"1774","people_history","modality_id","modality","modality_id"
"1775","people_history","event_log_id","event_log","event_log_id"
"1776","people_history","problems_id","problems","problems_id"
"1777","people_history","ph_related_event_log_id","event_log","event_log_id"
"1778","phase_of_care","event_log_id","event_log","event_log_id"
"1779","phase_of_care","phase_of_care_listing_id","phase_of_care_listing","phase_of_care_listing_id"
"1780","physical_characteristics","event_log_id","event_log","event_log_id"
"1781","physical_characteristics","eye_color","eye_color","eye_color_id"
"1782","physical_characteristics","hair_color","hair_color","hair_color_id"
"1783","physical_characteristics","pc_position_id","pc_position","pc_position_id"
"1784","physical_characteristics","bp_site_id","bp_site","bp_site_id"
"1785","ppg_history","program_enrollment_id","program_enrollment","program_enrollment_id"
"1786","ppg_history","event_log_id","event_log","event_log_id"
"1787","ppg_history","ppg_id","PPG","PPG_id"
"1788","pregnancy_history","event_log_id","event_log","event_log_id"
"1789","pregnancy_history","birth_type_id","birth_type","birth_type_id"
"1790","pregnancy_history","pregnancy_delivery_id","pregnancy_delivery","pregnancy_delivery_id"
"1791","pregnancy_history","neonatal_status_id","neonatal_status","neonatal_status_id"
"1792","primary_birth_control","primary_method","inventory_subgroup","inventory_subgroup_id"
"1793","primary_birth_control","secondary_method","inventory_subgroup","inventory_subgroup_id"
"1794","primary_birth_control","event_log_id","event_log","event_log_id"
"1795","primary_birth_control","primary_brth_cntrl_mthd_intake","ph_birth_control_method","ph_birth_control_method_id"
"1796","primary_birth_control","primary_brth_cntrl_mthd_exit","ph_birth_control_method","ph_birth_control_method_id"
"1797","primary_birth_control","secondary_brth_cntrl_mthd_intake","ph_birth_control_method","ph_birth_control_method_id"
"1798","primary_birth_control","secondary_brth_cntrl_mthd_exit","ph_birth_control_method","ph_birth_control_method_id"
"1799","primary_birth_control","reason_no_brth_ctrl_rprtd_intake","ph_reason_no_contraceptive","ph_reason_no_contraceptive_id"
"1800","primary_birth_control","reason_no_brth_ctrl_rprtd_exit","ph_reason_no_contraceptive","ph_reason_no_contraceptive_id"
"1801","primary_birth_control","method_prvdng_brth_ctrl","ph_method_providing_birth_control","ph_method_providing_birth_control_id"
"1802","problems","status_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1803","problems","PC_status","PC_Problem_Status","PC_Problem_Status_id"
"1804","problems","event_log_id","event_log","event_log_id"
"1805","problems","problem_library_id","problem_library","problem_library_id"
"1806","problems","problem_category_id","problem_category","problem_category_id"
"1807","problems","priorities_id","priorities","priorities_id"
"1808","problems","current_test_domains_id","test_domains","test_domains_id"
"1809","problems","reason_for_not_addressing_id","reason_for_not_addressing","reason_for_not_addressing_id"
"1810","program_enrollment","initial_organization_id","organization","organization_id"
"1811","program_enrollment","type_of_discharge","type_of_discharge","type_of_discharge_id"
"1812","program_enrollment","target_population_id","target_population","target_population_id"
"1813","program_enrollment","relapse_prevent_plan_from_assessment_id","event_log","event_log_id"
"1814","program_enrollment","nyscri_oasas_disch_pl_b","event_log","event_log_id"
"1815","program_enrollment","patient_status_code","patient_status_code","patient_status_code_id"
"1816","program_enrollment","legal_class","level_of_hold","level_of_hold_id"
"1817","program_enrollment","discharge_legal_class","level_of_hold","level_of_hold_id"
"1818","program_enrollment","event_log_id","event_log","event_log_id"
"1819","program_enrollment","program_info_id","program_info","program_info_id"
"1820","program_enrollment","referrals_made_id","referrals_made","referrals_made_id"
"1821","program_enrollment","discharged_to_id","discharged_to","discharged_to_id"
"1822","program_enrollment","condition_at_discharge_id","condition_at_discharge","condition_at_discharge_id"
"1823","program_enrollment","referred_to_discharge_id","referred_to_discharge","referred_to_discharge_id"
"1824","program_enrollment","discharged_to_location","group_profile","group_profile_id"
"1825","program_enrollment","cost_center_override_id","cost_center","cost_center_id"
"1826","program_enrollment","trauma_csi","YNU","YNU_id"
"1827","program_enrollment","substance_abuse_affmh","YNU","YNU_id"
"1828","program_enrollment","dev_dis_affmh","YNU","YNU_id"
"1829","program_enrollment","physical_health_affmh","YNU","YNU_id"
"1830","program_enrollment","adm_nec_code","admission_nec_code","admission_nec_code_id"
"1831","program_enrollment","level_of_hold","level_of_hold","level_of_hold_id"
"1832","program_enrollment","admission_source","source_of_admission","source_of_admission_id"
"1833","program_enrollment","conservator_court_status","conservator_court_status","conservator_court_status_id"
"1834","program_enrollment","discharge_worker","staff","staff_id"
"1835","program_enrollment","living_arrangement_type_id","living_arrangement_type","living_arrangement_type_id"
"1836","program_enrollment","type_of_admission","type_of_admission","type_of_admission_id"
"1837","program_enrollment","program_of_admission","program_of_admission","program_of_admission_id"
"1838","program_enrollment","program_unit_override_id","program_unit","program_unit_id"
"1839","program_enrollment","reason_stcodes_all_codes_id","stcodes_all_codes","stcodes_all_codes_id"
"1840","program_modifier_enrollment","event_log_id","event_log","event_log_id"
"1841","program_modifier_enrollment","program_modifier_id","program_modifier","program_modifier_id"
"1842","random_event_definition","event_log_id","event_log","event_log_id"
"1843","random_event_definition","random_event_frequency_id","random_event_frequency","random_event_frequency_id"
"1844","random_event_definition","event_definition_id_to_randomize","event_definition","event_definition_id"
"1845","random_event_definition","program_id","program_info","program_info_id"
"1846","referral_attachments","referrals_made_id","referrals_made","referrals_made_id"
"1847","referral_attachments","hl7_log_id","hl7_log","hl7_log_id"
"1848","referral_attachments","event_log_id","event_log","event_log_id"
"1849","referral_attachments","sdk_referrals_id","sdk_referrals","sdk_referrals_id"
"1850","referral_inquiry","event_log_id","event_log","event_log_id"
"1851","referrals_made","physician_specialization_id","physician_specialization","physician_specialization_id"
"1852","referrals_made","initial_status_reason_id","referral_status_reason","referral_status_reason_id"
